county,propertyType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price
52,0,3,1.0,1105,0,1985,268900
52,1,2,2.0,1824,5663,2016,619900
34,0,2,2.0,1206,436,2002,344900
48,0,3,2.0,1230,1307,2015,274999
48,1,6,3.0,3444,7841,2013,575000
34,1,4,3.5,2661,5227,2001,698818
34,1,3,2.5,2494,3485,2019,520000
48,1,6,3.5,4594,12197,2006,735000
52,1,5,2.0,2080,10454,1978,360000
34,1,3,2.5,3212,12632,1998,699900
34,1,4,1.0,2120,10890,1924,675000
4,1,5,3.0,2292,10890,1963,460000
42,2,3,1.0,2196,2178,1982,1650000
28,1,4,3.0,3302,43996,1999,799000
48,0,3,2.0,1196,1307,2016,330000
20,2,3,2.5,1810,1742,2023,329900
34,1,5,3.5,4660,5663,2023,1747600
56,1,4,2.0,2100,7841,1986,439000
4,1,5,2.0,3008,8712,1979,475000
12,1,3,2.0,1340,14375,2008,315000
10,1,4,3.0,2141,4792,2014,550000
18,1,3,2.0,1233,47045,2017,699000
10,1,4,2.5,3045,9583,2016,575000
34,1,5,3.5,4600,5663,2023,1747600
48,1,4,2.5,2175,8276,2009,545000
20,1,1,1.0,280,1307,1994,60000
48,2,3,1.0,1330,3049,1995,385000
48,1,4,1.0,2680,6534,1885,300000
34,0,3,2.0,1272,436,2017,344900
34,1,3,2.5,3518,6098,2016,765000
56,1,6,2.5,3652,15682,2007,750000
52,2,5,4.5,2564,871,2020,749900
10,0,2,2.0,1037,436,2000,259900
4,1,4,1.0,2300,12197,1960,380000
52,1,3,2.0,1581,3920,1993,375000
34,1,4,1.0,5583,12197,2017,1850000
56,1,2,2.0,1896,94090,1999,570000
42,0,3,3.0,1512,1742,1979,1450000
40,0,3,2.0,1284,436,2006,190000
34,1,4,3.0,4084,41818,1976,1000000
42,1,5,3.0,7432,51836,2020,7399000
34,1,7,4.0,6804,15682,2022,2959000
34,0,4,2.5,2343,436,2021,1099000
50,1,4,3.5,6736,15682,2023,4490000
42,1,2,3.0,1372,0,2000,345000
52,1,3,2.5,2138,10454,2020,758000
42,1,6,2.0,4230,79715,1994,1695000
42,1,6,7.0,5676,17424,2006,3995000
34,1,5,2.0,3864,11326,1977,920000
34,1,6,6.0,14199,127195,1995,6250000
50,1,6,4.0,5011,14810,2008,1325000
48,1,4,2.5,2410,10890,1948,514900
34,1,3,2.5,4371,14375,2018,940000
34,1,6,1.5,6769,15246,1915,3750000
32,1,6,2.5,3600,4792,2022,949000
48,1,6,5.5,6773,20038,2016,2700000
48,1,5,3.5,2544,871,2023,590000
24,1,4,3.0,3122,62726,1991,899900
4,1,4,1.0,2152,29621,1920,515000
6,1,5,1.5,3062,7405,1956,309000
48,2,4,3.0,2528,2178,2004,549000
34,1,4,2.5,6720,18295,1994,1180000
12,1,3,2.0,2035,50530,1984,355000
42,0,4,4.5,2554,0,2021,4195000
10,2,3,1.5,1322,6098,1982,350000
12,1,8,4.0,6119,86249,2004,899997
20,2,3,2.5,1420,1307,2023,289900
56,1,3,2.5,2186,58370,2018,740000
48,0,3,2.0,1272,0,2020,329000
34,1,2,2.0,1292,53579,1925,699000
52,1,3,2.0,3528,2614,2005,575000
34,1,4,2.0,2760,7405,2004,629900
34,1,3,2.0,1296,9583,1956,498000
48,1,2,1.0,1158,6970,1956,399950
10,1,6,4.5,5312,26136,1999,870000
10,2,3,2.5,2252,436,2006,384900
48,1,3,1.0,2492,10019,2015,459900
10,2,3,1.0,1012,4356,1972,285000
26,1,4,1.0,2896,33977,1940,385000
10,1,4,1.5,1902,8712,1979,510000
28,1,7,5.0,6714,54450,2017,1430000
34,1,4,1.0,2560,8712,1968,639000
34,1,4,2.0,1704,6534,1979,445000
10,2,2,2.5,982,436,1984,325000
34,2,3,2.5,1801,436,2023,399950
48,1,4,2.0,2373,8276,1997,530000
56,1,4,1.0,1902,6534,1960,335000
52,2,3,2.0,1176,1307,1987,301500
42,2,4,1.5,3130,3485,2021,3775000
10,2,3,2.5,1725,2178,2005,414000
24,1,3,3.5,2326,42253,2013,829000
34,1,4,2.5,4750,6534,2018,754900
34,1,3,1.0,1119,9148,1946,349900
20,2,3,2.5,1420,1307,2023,285000
48,1,5,3.0,2769,6098,2017,529900
26,1,6,3.0,2652,43560,1986,465000
56,1,5,3.0,5977,16117,1999,919000
34,1,4,1.0,3628,16117,1941,1600000
50,2,3,2.5,1608,1742,1999,450000
52,2,3,2.5,1778,1307,2022,374900
34,1,5,2.0,2200,6098,1996,519900
34,2,4,2.5,2271,1307,2008,439000
48,2,4,3.0,2084,1742,2006,474900
4,1,3,1.0,3134,11761,2021,499000
10,1,6,3.5,4716,14810,2005,784000
2,1,4,2.5,1853,10454,2015,449900
34,1,3,2.0,2584,4356,2023,514900
48,1,8,2.5,4900,12197,2010,850000
48,0,2,1.0,1210,1307,1976,280000
56,2,3,2.5,1647,2614,2020,399900
34,1,5,1.0,2268,8276,1975,435000
48,1,3,2.0,3320,6098,2006,575000
50,0,2,1.0,1028,871,2002,699000
24,1,3,3.5,2326,42253,2013,829000
10,1,3,1.0,1050,6970,1954,335000
48,1,6,3.0,4201,27878,2002,1299900
34,2,3,2.5,2500,7405,2011,630000
34,1,2,1.0,690,4792,1947,399000
34,2,3,1.5,1490,3049,2020,460000
34,1,2,1.0,988,17860,1929,435000
48,1,5,4.5,4920,13504,2021,1288000
52,1,3,2.0,1420,2614,1993,374900
34,0,3,1.5,1850,436,1980,415000
34,1,4,2.0,3020,11326,1951,1599900
48,2,2,2.0,1640,3485,2005,465000
10,1,3,1.5,3988,6970,2017,765000
56,1,3,1.5,1803,8276,1961,370000
52,1,6,4.5,7513,31799,2020,3750000
4,1,2,1.0,1938,84942,1900,369900
44,1,4,1.0,1990,10890,1962,410000
48,0,2,1.0,1549,1742,2009,473000
48,2,3,2.5,2690,436,2023,439900
4,1,4,1.0,2832,7841,1977,520000
52,1,2,2.0,1100,1742,1989,325000
56,1,4,1.0,2390,14375,1959,524900
10,1,2,1.0,1606,2614,2008,515900
34,1,4,1.0,1788,871,1978,429900
34,2,3,2.5,2361,871,2019,459000
56,0,4,1.0,2983,2178,1978,479900
48,1,4,2.0,2376,9148,2000,449000
56,1,5,3.0,3076,8712,1967,449000
52,1,2,2.0,760,2614,1997,285000
56,1,2,1.0,1563,9583,1995,419000
48,1,5,1.0,2344,11326,1964,495000
48,1,4,3.0,3496,10890,1974,819000
34,2,3,2.5,1541,871,2010,449900
34,1,4,3.5,3112,2614,2014,599999
12,1,3,2.0,1311,7841,2023,319000
2,1,2,2.0,1965,10019,2020,524900
48,1,4,1.0,2684,10454,1976,535000
20,1,3,2.0,2654,10019,2007,414700
52,1,4,3.5,4652,10454,2002,965000
6,1,4,1.0,1632,6098,1944,255000
48,1,4,2.5,3114,5227,2023,494985
34,1,5,3.0,3420,4792,2002,595000
52,1,4,3.0,2326,20473,2005,699900
50,1,4,4.5,3554,7405,2023,3000000
48,2,3,2.5,1480,1307,2017,375000
32,0,1,1.0,600,2178,1993,220000
34,2,3,3.5,2058,4356,2003,435000
34,1,5,2.0,2352,10019,1961,585000
34,1,3,1.0,1624,9148,1997,450000
10,1,2,1.0,862,6970,1952,255000
34,2,3,1.5,1500,436,2023,525000
56,1,4,1.0,1700,6098,1948,369900
34,1,4,2.0,2413,8276,1972,499900
28,1,4,2.5,3478,3049,2022,700000
10,1,5,2.0,2250,8276,1965,449000
50,1,5,3.5,4771,53579,1996,1400000
50,1,3,2.0,2000,47916,1975,775000
34,1,3,2.5,2827,3920,2023,560900
48,2,3,2.5,2296,1307,2022,456900
42,1,5,6.0,6467,44867,2018,8499000
52,1,4,2.5,2523,72310,1993,495000
42,1,6,3.5,8745,217364,2008,13500000
56,1,3,2.0,1776,2614,2022,529900
50,1,7,4.5,5576,10019,2023,1099990
48,1,4,2.5,2995,7841,2010,549900
50,2,3,3.5,2155,3049,2023,1375000
48,1,4,2.5,3606,10890,2023,694990
48,1,4,2.5,3218,6534,2021,495000
34,0,1,1.0,605,0,1972,185000
20,1,6,4.0,3012,18731,2023,549000
52,1,4,2.0,1678,8276,2023,499900
50,1,6,4.0,5011,14810,2008,1325000
50,2,4,3.5,3561,1742,2024,2370000
10,1,4,2.5,3500,11326,2023,699900
52,1,4,2.5,2317,10019,2021,735000
34,2,3,2.0,2087,436,2016,450000
24,1,4,3.0,3122,62726,1991,899900
52,2,4,3.0,2230,1307,1987,375000
34,1,6,2.5,5281,21344,1971,1600000
50,1,4,5.5,3988,5227,2023,2791000
46,1,4,2.0,2090,43560,1959,399900
2,1,6,2.5,3664,19166,1971,699500
34,1,3,1.0,962,7841,1957,364900
34,1,3,2.5,2118,5227,2023,799900
10,1,6,3.5,5516,14375,1997,1195000
34,0,2,1.0,950,436,1970,264900
48,1,5,2.5,2630,20038,1999,600000
52,1,2,1.5,740,3485,1995,267000
34,1,4,2.0,1856,8276,1982,439900
44,1,3,2.5,2011,7841,1999,410000
48,1,4,2.0,1584,14810,1918,489900
48,1,5,4.0,3000,7405,2022,699000
34,1,5,1.0,1706,6534,1978,425000
48,1,4,1.0,2068,21780,1977,460000
4,2,3,2.5,1428,871,2021,309900
56,1,3,2.0,3120,43560,2007,939900
34,1,3,1.0,1249,6534,1949,450000
10,1,5,2.0,2843,12197,1977,449000
42,1,5,1.5,3802,41818,2000,2450000
52,1,3,3.5,2550,6970,2000,750000
52,1,3,2.0,1204,3485,2005,284900
34,1,5,3.5,2700,8276,1956,825000
34,1,5,3.5,2700,8276,1956,825000
34,1,6,1.0,2806,9583,1977,500000
10,1,4,2.0,1788,8276,1973,380000
10,1,5,2.0,2076,10019,1980,429900
48,0,3,2.0,1310,1742,2007,299000
34,0,1,1.0,760,436,1910,395000
52,1,3,1.0,2607,8712,2021,749000
56,2,2,1.5,1024,3485,1971,225000
48,1,4,2.5,3256,3049,2004,850000
52,1,3,3.5,2594,2178,2014,699900
2,1,3,1.5,1856,10890,1912,340000
52,1,3,2.0,1821,9148,2014,528900
52,1,3,2.0,1588,20473,2020,420000
56,0,1,1.0,576,3485,1983,270000
52,1,3,2.0,1558,20473,2020,420000
10,1,5,3.5,2589,14810,2002,539900
46,1,3,1.5,1388,43560,1979,289900
48,0,3,2.0,1293,1307,2000,305000
48,1,5,3.5,4510,16117,2019,999000
42,0,1,1.0,518,436,1980,569000
18,2,2,2.0,1160,0,1994,619000
38,1,6,3.0,3764,24829,1992,465000
0,1,5,3.0,2704,6534,1960,279900
0,1,5,3.0,2704,6534,1960,289900
52,1,3,2.0,1815,8276,2023,507500
20,1,3,2.0,1360,10019,2021,395000
34,1,5,2.0,2484,8276,1977,469900
48,0,3,1.0,1185,1307,1996,309000
48,1,4,1.5,2089,4356,2004,465000
34,1,4,2.5,3256,4792,1998,550000
34,0,2,2.0,988,436,1975,315000
56,0,2,1.0,1116,3485,1974,245000
10,1,4,3.0,3114,7841,2002,540000
48,2,3,3.0,2257,2614,2023,499900
52,2,3,2.0,1072,1307,1991,307000
34,1,3,2.5,2867,2614,2018,749500
10,1,4,2.0,2334,5227,1983,450000
28,1,6,3.0,3038,11761,2004,699500
34,2,5,3.5,3745,5663,2015,850000
34,1,5,3.5,3230,7405,2018,1275000
10,1,4,2.0,2316,4792,2021,559000
48,1,4,3.5,2903,7405,2023,649990
46,1,3,2.0,3440,48787,2015,430000
52,1,3,3.5,3735,29185,2007,1449000
48,2,3,2.5,2187,1307,2023,414990
52,1,3,2.0,1786,13939,2005,525000
34,1,5,2.0,2410,8276,1950,899999
34,0,3,2.0,1329,0,2023,402900
10,2,3,2.5,1725,1742,2006,410000
56,1,3,1.5,1230,5663,1949,335000
56,1,5,3.0,2440,8276,2002,455000
34,1,3,2.5,3322,6534,2023,677605
10,1,4,2.0,1727,6098,1990,430000
56,1,3,2.5,1445,3485,2021,480000
20,1,3,3.5,2267,348916,2018,780000
52,1,2,2.0,1732,5227,2007,539900
56,0,3,2.5,1360,3485,2007,349900
34,1,4,2.0,2016,7405,2000,469900
56,2,3,1.5,1232,871,2002,305000
10,1,6,4.0,3678,14810,2004,899999
52,1,3,3.0,2659,11761,2006,687700
52,1,3,2.0,1661,14375,2013,525000
56,1,4,1.0,2580,15246,1910,350000
56,1,3,2.5,3046,5227,2021,515000
52,2,3,2.5,1709,871,2015,380000
34,1,5,2.0,1738,6534,1971,450000
52,1,3,3.0,3278,5227,2004,1395000
34,1,3,2.0,2116,8276,2001,445000
34,1,4,1.0,2178,5227,1921,370000
48,1,3,2.0,2498,6098,2022,495000
34,1,4,2.5,5159,14810,1976,1450000
34,1,4,2.5,2984,9148,1977,499500
34,1,4,1.0,1722,8276,1996,469900
34,2,3,2.5,2280,436,1972,439000
34,1,5,2.0,2050,7405,1988,449000
50,2,3,3.5,2155,3049,2023,1375000
10,1,4,1.0,1766,9583,1983,439900
34,1,4,1.0,2604,6098,1952,599900
50,1,4,5.5,3988,5227,2022,2791000
52,1,3,2.0,2154,10454,2018,599900
34,2,3,2.0,1265,436,2001,345888
34,0,2,1.0,1146,436,1979,313000
48,1,3,2.0,3076,5227,2017,514900
34,2,3,1.0,1255,3485,1981,325000
48,1,4,2.5,2730,5663,2010,639000
42,1,4,2.0,2460,8276,1988,2100000
22,1,4,3.5,2619,6098,2023,510000
34,1,6,3.5,4323,15246,2003,994900
34,1,5,1.5,3544,11761,1994,750000
56,1,3,1.5,1650,6098,1919,291000
44,1,4,2.5,3561,6970,2023,499990
42,0,2,2.0,1200,0,2000,310000
34,2,5,2.0,3652,436,2007,869000
34,1,2,1.0,1128,4792,1915,389900
44,1,4,2.5,3561,6970,2023,508869
48,2,3,2.5,1598,2178,2022,445000
24,1,6,2.0,3549,277477,2006,1190000
56,1,3,2.0,1365,69260,1993,569900
50,2,3,3.5,2619,0,1997,800000
48,1,3,2.0,4109,9583,2023,684939
34,1,3,1.5,1770,6970,1954,389900
42,0,1,1.0,648,436,1985,405000
56,1,4,2.0,3532,17424,1984,727000
24,1,2,1.0,998,45738,1982,275000
34,2,3,3.0,1453,436,2021,399999
34,1,4,1.0,1600,6534,1951,375000
48,0,3,2.0,1170,436,2009,285000
34,0,2,2.0,2065,436,1980,425000
10,2,5,2.5,1771,436,1986,425000
56,0,1,1.0,942,3049,1971,220000
48,2,3,2.5,1536,871,2017,360000
34,1,5,3.5,8486,40075,1996,2450000
48,2,3,1.5,1360,871,1993,350000
56,1,4,1.0,1992,9148,1959,385000
34,1,3,2.0,2684,10019,2006,472000
34,1,2,1.0,627,4792,1946,349900
34,0,3,2.5,1602,436,1976,455000
56,1,5,2.5,3811,16553,1993,649900
52,1,4,3.0,2806,8712,2023,893900
10,1,6,4.5,5125,13504,2009,859000
48,1,3,2.5,1605,3049,2014,487000
34,2,2,2.0,2066,2614,2015,449900
50,1,4,4.0,3641,217800,2022,1499000
48,1,5,3.5,4100,8276,2007,775000
34,0,3,2.5,1638,436,1998,405000
34,1,5,1.5,2628,9583,1976,530000
34,1,5,1.5,3540,8712,1975,624999
10,2,2,2.5,1957,1307,2012,370000
52,1,6,5.0,3614,29621,1993,899000
34,1,4,1.0,2242,13939,1973,749000
42,1,4,2.0,2460,8276,1988,2100000
44,1,3,2.0,2184,87991,2021,849999
10,1,3,1.5,2536,17424,1964,600000
52,1,2,2.0,1550,2614,2002,415000
48,2,3,2.5,1616,871,2007,409900
52,2,3,2.5,1675,0,2023,379990
2,1,5,3.0,2582,7841,2003,440000
34,2,3,2.5,2305,436,2023,699900
44,1,5,2.0,2665,7405,2023,514990
34,1,3,2.0,2040,4356,1919,690000
48,2,3,2.5,1546,871,2022,381990
56,1,6,3.0,3246,20038,2003,685000
50,1,3,2.0,1927,56628,1996,699900
10,1,4,3.5,2180,5663,2023,574990
44,1,4,2.0,3574,43560,2013,620000
52,1,3,3.0,1741,8712,1998,479900
48,1,3,1.5,1854,10019,1965,429990
10,1,4,2.5,2022,5663,2023,534990
48,1,4,2.5,3632,13068,2023,704487
10,1,4,3.5,1983,5663,2023,552990
48,1,4,2.5,3485,8276,2020,725000
10,1,5,3.5,4394,13939,1996,895000
34,2,3,2.5,1466,871,2016,420000
10,1,3,2.5,2180,7841,2023,599990
56,1,2,1.0,964,4356,1913,315000
34,2,2,2.5,2018,1307,2020,429000
34,1,4,2.5,3934,5227,2023,739235
46,1,5,1.0,1984,8712,1978,318000
34,1,6,2.5,5791,25265,1991,1890000
34,1,5,2.0,3474,14810,1967,1049000
48,2,3,2.5,1546,871,2022,381990
34,2,1,1.0,735,436,2015,299900
48,1,4,2.5,2823,4792,2023,542900
48,0,3,2.0,1154,1307,2007,345000
34,2,3,2.5,1822,871,1996,369900
48,1,4,2.5,2945,5227,2023,544990
34,1,5,2.0,1632,7841,1980,424900
34,0,3,2.0,2115,436,1974,629000
20,2,3,2.5,1672,1307,2019,349000
34,0,2,1.0,850,436,1978,284000
10,1,5,3.0,5865,14375,1996,1299000
56,1,4,1.0,2380,13068,1952,514900
56,1,3,2.0,1248,4792,1929,359000
10,1,5,3.5,2914,4356,2003,645000
34,1,4,2.0,2140,9148,1969,449900
48,2,3,2.5,2248,1307,2023,386900
34,2,3,2.5,2153,1307,2019,484000
52,0,3,2.5,1680,436,1974,369000
20,1,5,4.0,3926,29185,2020,699000
48,0,3,1.0,1674,2178,1999,380000
34,1,5,3.0,2788,7405,2010,530000
2,1,5,1.0,2250,6098,1961,369000
34,0,2,1.0,1320,436,1980,379000
56,2,3,1.5,1454,2178,2001,289000
34,1,3,1.0,2112,10454,1976,440000
34,0,1,1.0,825,436,1998,385000
10,1,5,2.5,2200,8276,1958,439900
34,1,4,1.0,1924,9148,1980,675000
50,0,3,2.0,1210,4356,1988,550000
34,1,5,2.0,2292,8276,1974,574900
48,1,3,2.5,1482,7841,2000,500000
56,1,3,2.5,3834,24394,2022,779000
48,1,6,3.0,2900,6098,2006,499900
56,1,4,3.5,1910,7841,1987,458000
42,1,6,2.5,6407,223898,2015,13900000
34,0,2,2.0,1337,4356,1985,514900
20,1,5,3.0,3198,7405,2006,555900
42,1,5,3.5,3126,4356,2023,1349990
10,1,5,1.0,3152,9148,1968,575000
34,1,3,2.5,3654,7405,2021,710000
34,0,1,1.0,714,436,1964,235000
50,1,7,5.5,5576,10019,2023,1099990
4,1,4,1.0,2176,8276,1958,425000
40,1,5,2.5,2815,13068,1979,399000
42,1,5,2.5,6205,19602,1982,1795000
48,1,6,3.5,4298,11761,1998,675000
56,1,4,1.5,1988,17860,1950,345000
48,1,5,3.5,4948,8276,2023,1079995
50,1,5,2.0,2656,2178,2006,760000
34,1,4,2.0,2304,19166,1955,544900
50,1,3,3.5,5420,37897,2001,1200000
42,1,4,2.0,2403,21780,1988,1095000
34,1,5,3.5,2541,2614,2017,599000
50,1,4,2.5,4719,13939,2023,1199500
56,1,5,2.0,3247,46609,1991,525000
56,1,5,3.0,3412,15682,2019,664999
34,1,6,2.5,4577,10019,1991,1000000
56,1,4,1.5,1845,6534,1983,385000
38,1,3,3.0,2738,40511,1998,520000
48,1,4,2.0,2832,16117,1983,475000
48,1,4,1.0,1756,12632,1942,399900
42,1,1,1.0,653,9148,1884,1850000
34,1,5,2.5,3360,5663,1915,1995000
2,1,4,2.5,1863,7841,2020,460000
52,1,4,3.5,3160,20473,2006,799000
34,1,4,1.0,1920,2614,1995,350000
56,1,3,1.0,1588,4792,1919,245000
34,1,6,2.0,3115,5227,2006,585000
48,1,4,2.5,4809,25700,2022,975000
44,1,5,2.5,2808,8712,1986,430000
44,0,2,1.0,938,436,1972,315000
52,2,3,3.5,1998,2614,2017,699999
34,1,4,2.0,2687,6970,1993,600000
52,2,3,3.5,1998,2614,2017,699999
34,1,4,1.0,2261,8712,1987,569000
52,1,3,3.5,2883,16117,2004,830000
32,2,3,3.5,2369,3485,1996,550000
34,0,2,1.0,860,436,1978,289900
56,1,5,2.0,2814,7841,1956,450000
56,1,7,3.5,4513,14810,2015,749900
56,1,4,1.5,2376,9583,1957,365000
52,1,4,2.0,2021,10454,2007,570000
34,1,5,2.5,3514,10019,1959,1250000
34,1,3,1.0,1164,4356,1892,375000
44,1,3,2.0,1984,11326,1946,349000
34,0,3,2.0,1232,436,1998,350000
48,2,3,3.5,2412,436,1993,429000
52,1,3,2.5,2286,10019,2023,783900
34,1,3,2.5,4574,10890,2005,845000
20,2,3,2.5,2187,871,2023,359990
34,1,6,2.5,3160,10019,1994,599900
4,1,4,1.0,1608,8712,1954,335000
34,1,4,2.5,3129,6098,2005,575000
52,1,3,2.0,1468,2614,2004,409900
48,0,3,2.0,1233,1307,2021,339900
34,2,4,2.5,1500,1307,1985,375000
34,1,4,2.0,2882,12632,2017,589999
48,2,3,2.5,2370,1307,2023,458900
34,1,4,2.0,3136,10890,1991,599900
48,1,3,2.0,2958,39640,1902,429900
10,2,3,2.5,2850,1307,2020,520000
56,1,3,1.0,1680,7841,1961,385000
34,2,2,1.5,1124,436,1998,365000
34,1,4,1.0,3020,13068,1974,699000
4,1,3,1.0,1616,10019,2023,470000
34,1,4,3.5,3515,4356,2020,698700
12,2,3,1.5,1464,436,2008,215000
34,1,6,2.5,2059,6970,1964,486000
48,2,3,2.0,1434,7841,1995,375000
48,2,3,2.5,1550,1307,2023,369000
52,2,3,2.0,1704,6534,2022,485000
50,2,3,2.5,3161,871,2023,1497000
4,1,4,2.0,1486,13068,2007,417900
48,1,3,2.0,1422,11761,1942,385000
34,1,4,2.5,4063,10890,2018,699000
34,1,3,2.0,1880,8276,1972,450000
48,2,3,2.5,1625,436,2020,449900
42,1,6,7.0,6700,18731,2020,6500000
44,1,4,1.5,3481,6970,2001,455000
34,1,4,1.0,1736,6534,1977,475000
48,1,3,2.0,2160,6534,1940,385000
0,1,3,1.0,1293,11761,1959,169900
10,1,4,3.0,2320,10019,2001,484900
34,2,2,3.0,1984,2614,2004,460000
2,1,5,2.0,2322,9583,1959,349900
10,1,5,1.0,2274,12632,1973,499900
52,1,3,3.0,2117,21780,1982,555000
34,0,4,1.0,3154,4356,1994,649900
42,1,8,3.0,9646,217800,2001,26000000
34,1,4,2.0,2308,9148,1977,698997
34,1,3,1.0,2250,5227,1905,699900
34,1,6,3.0,2811,5227,2004,599900
52,1,3,3.5,3898,47045,2020,2788000
34,1,5,2.5,2160,12197,1986,589000
48,2,3,2.5,2262,871,2014,465000
56,1,4,1.5,2126,7841,1992,439835
34,1,4,1.0,1728,8276,1975,450000
44,1,4,3.0,3074,7841,2002,450000
48,0,1,1.0,554,436,1986,228000
52,1,3,2.5,2255,3920,2023,573413
22,1,2,1.0,882,3485,1898,209900
34,1,4,2.0,2702,10454,1996,557000
52,1,3,3.0,2163,212573,2007,895000
48,1,6,3.0,3260,18731,1986,449000
52,1,5,4.0,4724,24829,2012,1279000
52,1,4,2.5,2206,11326,2018,719000
48,1,5,2.5,2007,6970,2003,469000
56,2,3,2.5,1356,436,2011,360000
10,2,4,1.0,1872,436,1975,250000
50,1,3,2.5,3697,12632,2019,780000
52,1,4,3.5,2434,11326,2020,658000
48,1,4,2.5,2124,8712,2020,539900
56,1,5,3.5,2300,14810,1995,479900
50,1,3,2.5,3697,12632,2019,780000
52,1,3,2.0,1335,9148,1997,430000
52,1,4,2.5,2332,10019,2000,574500
52,1,3,2.5,2608,12632,2003,659000
34,1,6,3.5,5027,12197,2023,1629900
34,1,5,3.0,2686,10019,1957,795000
42,2,2,2.0,1593,871,1997,1499000
34,1,4,2.0,1760,9583,1959,540000
56,2,3,1.5,1414,436,2005,315000
52,1,4,2.0,2022,8712,2023,624900
48,1,3,2.0,1649,18731,2009,485000
56,1,4,3.0,2784,14375,1963,590000
34,1,3,2.5,3308,6098,1965,1590000
34,1,2,1.0,857,4792,1891,480000
48,0,3,2.0,1100,1307,1999,299000
56,1,4,2.5,2857,7841,2022,614900
56,1,4,1.0,1920,7405,1947,444900
34,1,5,2.5,4208,9148,1991,1090000
52,1,5,3.0,2638,10890,2017,675000
10,1,5,3.0,2752,10890,2004,474900
34,2,3,1.5,1838,871,2023,499990
56,0,3,1.5,1750,4792,1979,379000
10,1,5,2.5,2615,37897,1997,725000
34,1,5,1.0,2276,7841,1977,485000
34,1,5,3.0,3844,5227,2022,670000
34,1,4,1.0,1498,7841,1954,375000
42,1,3,3.5,3418,9583,1978,1950000
42,1,3,3.0,2559,111949,1995,1800000
48,1,2,2.0,1093,10019,1916,374999
56,1,6,3.5,5724,16988,2006,1100000
34,1,4,2.5,1935,5227,1992,525000
34,1,3,1.5,1222,9148,1956,619900
48,1,6,3.5,3622,232610,1997,1050000
12,1,3,1.0,840,152460,1964,150000
34,2,3,2.5,2469,2178,2006,449000
34,0,3,2.0,1880,436,1979,450000
34,2,2,1.5,1050,436,1970,325000
34,1,3,2.0,1758,6098,1977,359900
34,0,1,1.0,682,4356,1972,285000
34,1,3,1.0,3560,5663,2004,749900
50,1,5,2.5,5400,15682,2024,5276749
52,1,3,2.5,3190,11761,2011,999500
16,1,6,2.0,2250,13939,1980,349900
56,1,7,3.0,3266,40075,1999,745000
52,1,4,3.0,2440,3920,2017,829000
18,1,4,1.5,3165,13939,1953,725000
34,1,5,5.5,11314,27443,2018,2900000
34,2,3,3.0,1737,2178,2014,439900
4,1,5,3.5,4416,13504,2000,825000
34,2,3,2.0,1811,2614,2017,615000
42,1,4,2.0,2602,412513,1982,1990000
48,2,3,2.5,1575,436,2020,465900
52,2,2,2.5,1639,2178,1998,364000
52,2,2,2.5,1639,2178,1998,364000
34,1,4,1.0,2340,8276,1976,529000
52,1,4,3.0,2680,10019,2023,791900
10,1,5,4.0,5456,22216,2022,1599000
24,1,2,3.5,3548,44867,2005,975000
48,1,3,2.5,2594,3920,2018,479900
10,1,5,3.0,2235,5663,2000,515000
34,1,6,1.0,5029,13504,2007,1275000
34,1,7,4.5,5600,47045,1991,1999900
48,2,5,3.5,3727,5227,2007,715000
48,1,3,2.5,3362,3920,2020,579000
48,1,5,2.5,4113,10454,2007,879900
48,1,6,2.0,3226,7405,2017,600000
50,1,5,2.5,6972,123275,2023,6000000
46,0,2,2.0,1304,9148,2000,269500
34,1,3,1.0,1134,7841,1962,400000
34,1,3,2.0,2314,12197,2002,490000
52,1,5,4.0,3365,13068,2023,859900
42,1,7,3.5,5776,84506,2014,2879999
2,1,4,3.0,2942,3049,2000,429900
48,2,4,1.5,2064,1307,1995,405000
34,1,4,3.0,3724,6970,2003,755000
44,1,3,2.0,3188,21780,2020,574000
52,1,3,3.0,2545,6534,2007,624500
48,2,3,1.5,1254,871,2003,360000
10,2,3,2.5,1916,2178,2023,541314
34,1,3,1.0,2331,9148,1952,469000
34,1,4,1.0,1788,7405,1995,449000
56,1,4,2.5,2252,40946,2004,619900
10,1,2,1.0,1554,4792,1997,395000
56,1,4,2.0,1884,6098,2007,458000
34,1,3,2.5,3308,6098,1965,1590000
34,1,3,2.0,2036,6098,1942,725000
34,1,5,1.0,2150,6970,1956,375000
32,1,8,3.5,5125,6098,2023,1195000
52,1,3,3.0,2178,3920,2005,899000
34,2,3,2.5,1496,1307,2013,390000
34,1,6,2.0,2106,7405,1973,360000
52,2,3,2.0,1314,871,2023,346990
52,1,3,3.0,1630,4792,2023,464990
50,1,5,2.5,5400,15682,2024,5276749
48,2,2,2.0,2104,1307,2022,399000
48,1,6,7.0,8034,39204,2022,4350000
2,1,4,3.5,3360,21344,2023,700000
52,1,5,3.0,2676,10890,2018,1095000
52,1,3,2.5,2120,3049,2023,189000
22,1,4,2.5,3200,8712,1999,539000
52,1,3,2.0,1503,5227,2016,420000
52,2,5,5.0,2608,2178,2023,969233
48,1,7,4.0,7017,152460,1998,3950000
52,2,5,4.5,2564,871,2020,675000
10,1,4,3.5,2239,4356,2023,579990
48,1,4,2.0,5541,27878,2023,3795000
56,1,2,1.0,2760,310583,2020,1450000
