county,propertyType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,price
Utah,Single Family,3.0,2.5,1464.0,3049.0,2024.0,437000.0
Utah,Townhouse,3.0,2.5,1555.0,1307.0,2024.0,443990.0
Salt Lake,Single Family,6.0,1.0,3004.0,10454.0,1987.0,599900.0
Salt Lake,Condo,2.0,1.0,860.0,436.0,1978.0,299900.0
Utah,Single Family,3.0,2.5,3736.0,6534.0,2024.0,739900.0
Weber,Single Family,3.0,2.0,3798.0,21780.0,2023.0,652400.0
Salt Lake,Single Family,3.0,2.5,1360.0,3049.0,2024.0,472651.0
Cache,Single Family,4.0,5.0,5082.0,14810.0,2020.0,1495000.0
Summit,Single Family,4.0,1.5,2835.0,33977.0,1991.0,1598000.0
Wasatch,Townhouse,4.0,4.0,3460.0,nan,2023.0,1690000.0
Wasatch,Townhouse,4.0,4.0,3460.0,436.0,2023.0,1690000.0
Davis,Single Family,5.0,3.0,4049.0,15682.0,2006.0,799900.0
Washington,Single Family,3.0,2.5,2402.0,1742.0,2023.0,534990.0
Salt Lake,Townhouse,2.0,2.5,1708.0,436.0,2023.0,499905.0
Washington,Single Family,4.0,3.5,3160.0,8712.0,2012.0,1025000.0
Washington,Townhouse,3.0,2.0,1879.0,2614.0,2014.0,550500.0
Uintah,Condo,2.0,1.5,1200.0,3049.0,1979.0,175000.0
Salt Lake,Single Family,5.0,3.5,2746.0,436.0,2004.0,639900.0
Washington,Single Family,4.0,2.0,2016.0,27878.0,2020.0,720000.0
Wasatch,Townhouse,3.0,3.5,2211.0,3049.0,2023.0,1495000.0
Salt Lake,Single Family,4.0,2.5,3632.0,14375.0,2024.0,719850.0
Iron,Townhouse,3.0,2.5,1242.0,871.0,2023.0,264000.0
Summit,Single Family,6.0,7.0,5522.0,16553.0,2005.0,3550000.0
Salt Lake,Townhouse,3.0,2.5,1433.0,1307.0,2023.0,462253.0
Washington,Single Family,5.0,5.0,2673.0,3485.0,2022.0,1180000.0
Washington,Single Family,4.0,2.5,2218.0,4792.0,2023.0,484990.0
Weber,Single Family,3.0,1.0,3233.0,9583.0,1977.0,485000.0
Washington,Single Family,1.0,1.0,598.0,1742.0,2000.0,220000.0
Weber,Single Family,6.0,3.0,3576.0,17860.0,2022.0,739900.0
Washington,Single Family,4.0,2.5,2458.0,7405.0,2023.0,579990.0
Utah,Single Family,5.0,2.0,2064.0,18295.0,1893.0,499900.0
Weber,Single Family,4.0,1.0,1984.0,7841.0,1951.0,320000.0
Salt Lake,Single Family,4.0,2.5,3574.0,6970.0,2022.0,860000.0
Salt Lake,Single Family,4.0,3.0,3062.0,12632.0,1939.0,995000.0
Iron,Single Family,3.0,2.0,1793.0,11326.0,2023.0,450000.0
Weber,Single Family,3.0,2.5,2028.0,10019.0,2022.0,542900.0
Utah,Townhouse,3.0,2.5,2280.0,1307.0,2024.0,464900.0
Sevier,Single Family,5.0,2.0,2248.0,13068.0,1952.0,333000.0
Weber,Condo,2.0,1.0,768.0,436.0,1985.0,215000.0
Utah,Townhouse,5.0,3.5,2590.0,1307.0,2023.0,524900.0
Davis,Single Family,4.0,2.5,2902.0,9148.0,2017.0,689900.0
Washington,Single Family,4.0,2.5,2575.0,4792.0,2024.0,607900.0
Wasatch,Single Family,4.0,3.5,4306.0,14810.0,2020.0,1500000.0
San Juan,Single Family,1.0,2.0,5400.0,270943.0,2010.0,2400000.0
Salt Lake,Townhouse,3.0,3.0,2215.0,3049.0,2024.0,564995.0
Kane,Single Family,2.0,1.0,1089.0,12197.0,1913.0,300000.0
Davis,Townhouse,3.0,2.5,1648.0,1307.0,2019.0,387500.0
Weber,Single Family,3.0,3.0,2324.0,3485.0,2007.0,1499000.0
Utah,Condo,3.0,2.0,1233.0,1307.0,2020.0,311800.0
Salt Lake,Single Family,4.0,2.0,1489.0,5663.0,1942.0,519900.0
Salt Lake,Single Family,5.0,2.0,1778.0,10019.0,1928.0,515000.0
Utah,Townhouse,3.0,2.5,2172.0,871.0,2010.0,409000.0
Utah,Single Family,2.0,1.0,840.0,9148.0,1949.0,369000.0
Salt Lake,Single Family,7.0,4.5,6902.0,24394.0,1994.0,1695000.0
Salt Lake,Single Family,3.0,1.0,1836.0,6098.0,1952.0,425000.0
Davis,Single Family,6.0,4.0,2912.0,11326.0,1980.0,649900.0
Salt Lake,Single Family,3.0,2.5,2358.0,5663.0,2005.0,507000.0
Salt Lake,Townhouse,3.0,2.5,1126.0,436.0,1999.0,326900.0
Salt Lake,Single Family,3.0,1.5,1176.0,6970.0,1954.0,375000.0
Tooele,Single Family,4.0,1.0,2168.0,7405.0,1997.0,399900.0
Washington,Single Family,4.0,4.5,3783.0,33106.0,2006.0,3400000.0
Salt Lake,Single Family,2.0,1.0,624.0,7405.0,1951.0,314000.0
Box Elder,Single Family,4.0,1.0,2670.0,43560.0,1918.0,359900.0
Utah,Townhouse,3.0,1.5,1343.0,436.0,1998.0,345000.0
Davis,Single Family,5.0,2.5,3122.0,11326.0,2007.0,649900.0
Salt Lake,Condo,2.0,1.0,914.0,436.0,2005.0,350000.0
Salt Lake,Townhouse,3.0,1.0,1607.0,871.0,2020.0,850000.0
Salt Lake,Single Family,4.0,3.5,2593.0,11761.0,1989.0,799999.0
Tooele,Townhouse,3.0,2.5,1518.0,2178.0,2015.0,389900.0
Utah,Townhouse,5.0,2.0,2277.0,1307.0,2021.0,459000.0
Davis,Single Family,5.0,2.0,2479.0,6098.0,2024.0,515900.0
Wasatch,Single Family,5.0,2.5,2461.0,5227.0,2001.0,639999.0
Utah,Single Family,5.0,3.5,3671.0,7841.0,2019.0,629000.0
Salt Lake,Condo,1.0,1.0,600.0,436.0,1972.0,220000.0
Salt Lake,Single Family,6.0,2.0,2357.0,7841.0,1973.0,545000.0
Davis,Townhouse,3.0,2.5,1497.0,871.0,2024.0,407000.0
Utah,Condo,2.0,1.5,1120.0,1307.0,1979.0,299000.0
Salt Lake,Single Family,6.0,3.0,3218.0,6970.0,2003.0,619000.0
Iron,Townhouse,3.0,2.0,1154.0,4792.0,2024.0,315000.0
Tooele,Townhouse,3.0,2.0,1399.0,1307.0,2024.0,344990.0
Salt Lake,Townhouse,2.0,1.5,924.0,436.0,1977.0,299000.0
Salt Lake,Townhouse,4.0,1.5,2355.0,436.0,2016.0,485000.0
Salt Lake,Single Family,5.0,3.0,3096.0,10019.0,2007.0,679000.0
Utah,Townhouse,4.0,3.0,1789.0,1307.0,2024.0,402990.0
Rich,Single Family,6.0,3.5,3250.0,18295.0,2018.0,1199000.0
Salt Lake,Single Family,4.0,1.5,3334.0,10454.0,1907.0,1150000.0
Salt Lake,Single Family,4.0,2.5,4469.0,10019.0,2024.0,854900.0
Salt Lake,Single Family,4.0,1.0,2250.0,10019.0,1962.0,525000.0
Salt Lake,Townhouse,3.0,2.0,1311.0,436.0,2024.0,396000.0
Uintah,Single Family,3.0,1.5,1194.0,10019.0,1968.0,268000.0
Summit,Single Family,2.0,2.0,1100.0,65340.0,1992.0,135500.0
Davis,Single Family,3.0,2.5,2021.0,6970.0,2021.0,515000.0
Washington,Single Family,3.0,2.0,1583.0,4792.0,2021.0,499800.0
Wasatch,Townhouse,2.0,1.5,1002.0,436.0,1998.0,399900.0
Morgan,Single Family,4.0,1.0,3200.0,20909.0,1974.0,499000.0
Salt Lake,Single Family,5.0,2.5,3376.0,5227.0,2024.0,774900.0
Salt Lake,Single Family,4.0,2.5,5546.0,34848.0,1983.0,895000.0
Salt Lake,Condo,3.0,2.0,1100.0,436.0,1984.0,275000.0
Salt Lake,Single Family,3.0,2.5,2267.0,6970.0,2013.0,579789.0
Weber,Single Family,4.0,3.0,2890.0,8276.0,2007.0,549000.0
Washington,Single Family,3.0,2.0,1786.0,10454.0,2006.0,549900.0
Salt Lake,Condo,2.0,2.0,1030.0,436.0,1996.0,355000.0
Salt Lake,Single Family,3.0,2.0,1187.0,7405.0,1956.0,469990.0
Salt Lake,Condo,2.0,1.0,880.0,nan,1985.0,315000.0
Salt Lake,Single Family,4.0,1.0,2184.0,9583.0,1985.0,720900.0
Salt Lake,Single Family,3.0,1.5,1305.0,7841.0,1995.0,387900.0
Wasatch,Townhouse,3.0,2.5,1655.0,1307.0,2013.0,799000.0
Davis,Single Family,3.0,2.5,1764.0,4792.0,2020.0,479900.0
Davis,Single Family,4.0,2.0,1946.0,6970.0,1989.0,465000.0
Weber,Single Family,3.0,2.5,2140.0,1307.0,2024.0,565000.0
Tooele,Single Family,4.0,3.5,2777.0,nan,2024.0,569990.0
Tooele,Single Family,4.0,2.0,2296.0,13504.0,1943.0,425000.0
Utah,Single Family,3.0,1.5,2275.0,5227.0,2022.0,549900.0
Kane,Single Family,4.0,4.0,2518.0,12197.0,1889.0,689500.0
Washington,Single Family,4.0,3.5,2898.0,4356.0,2023.0,1675000.0
Salt Lake,Single Family,3.0,2.5,4255.0,6098.0,2022.0,699900.0
Iron,Single Family,6.0,4.0,4985.0,13068.0,1995.0,798000.0
Washington,Single Family,5.0,3.5,2923.0,6098.0,2023.0,679000.0
Carbon,Single Family,5.0,3.5,4454.0,43560.0,2007.0,690000.0
San Juan,Single Family,3.0,2.0,3016.0,174240.0,2023.0,559000.0
Summit,Single Family,3.0,2.0,1176.0,37462.0,2000.0,997500.0
Weber,Single Family,4.0,2.5,4607.0,14810.0,2023.0,839900.0
Washington,Townhouse,3.0,2.0,1879.0,2614.0,2014.0,550500.0
Washington,Single Family,4.0,3.0,2263.0,6970.0,2023.0,679000.0
Salt Lake,Single Family,4.0,1.0,1652.0,6970.0,1955.0,469000.0
Salt Lake,Townhouse,3.0,2.5,2268.0,7405.0,1986.0,724000.0
Salt Lake,Condo,3.0,2.0,1272.0,nan,2018.0,350000.0
Salt Lake,Single Family,5.0,2.0,3420.0,11761.0,1978.0,789999.0
Washington,Single Family,5.0,5.0,2673.0,3485.0,2022.0,1180000.0
Weber,Townhouse,3.0,2.5,1866.0,1307.0,2021.0,419000.0
Salt Lake,Single Family,5.0,4.0,4880.0,19602.0,1994.0,1599000.0
Utah,Single Family,5.0,3.0,3466.0,6534.0,2005.0,735000.0
Utah,Single Family,7.0,4.5,5947.0,20038.0,1991.0,1200000.0
Salt Lake,Single Family,6.0,4.5,8502.0,21780.0,2007.0,2349500.0
Davis,Single Family,3.0,2.5,2610.0,4356.0,2023.0,569990.0
Utah,Townhouse,3.0,2.5,2280.0,1307.0,2024.0,463900.0
Iron,Single Family,5.0,3.0,2700.0,9583.0,1998.0,399000.0
Summit,Single Family,5.0,4.5,4522.0,17424.0,2003.0,1890000.0
Salt Lake,Single Family,5.0,3.0,3866.0,9583.0,1944.0,965000.0
Salt Lake,Single Family,4.0,2.0,1490.0,5227.0,1982.0,374000.0
Tooele,Single Family,2.0,1.0,1680.0,15246.0,2024.0,599990.0
Davis,Single Family,5.0,3.5,5215.0,16117.0,2011.0,1295000.0
Wasatch,Condo,3.0,3.0,1651.0,436.0,2024.0,3000000.0
Davis,Single Family,3.0,1.0,1718.0,8712.0,1978.0,449999.0
Davis,Single Family,6.0,3.5,3908.0,14375.0,2017.0,723000.0
Juab,Single Family,5.0,3.5,3924.0,14375.0,1992.0,599000.0
Garfield,Single Family,3.0,2.5,1930.0,15682.0,1996.0,419000.0
Davis,Single Family,3.0,2.5,1855.0,3920.0,2019.0,489990.0
Uintah,Single Family,4.0,1.0,2636.0,9148.0,1981.0,369900.0
Utah,Single Family,3.0,2.0,1146.0,5227.0,2001.0,455000.0
Utah,Single Family,5.0,3.0,3997.0,14375.0,2024.0,737490.0
Salt Lake,Single Family,7.0,2.5,6337.0,14375.0,2006.0,1495000.0
Salt Lake,Condo,3.0,2.0,1265.0,nan,2018.0,337900.0
Tooele,Single Family,4.0,1.5,2013.0,6970.0,2022.0,494500.0
Davis,Single Family,4.0,2.0,3413.0,16553.0,1979.0,609000.0
Salt Lake,Single Family,7.0,2.5,2600.0,13504.0,1954.0,839000.0
Washington,Single Family,3.0,2.0,1599.0,2178.0,2006.0,450000.0
Utah,Single Family,6.0,3.0,3103.0,8276.0,2021.0,618888.0
Salt Lake,Single Family,3.0,1.0,1871.0,8276.0,1957.0,435000.0
Salt Lake,Single Family,7.0,5.0,3226.0,8712.0,2021.0,819990.0
Weber,Townhouse,3.0,2.5,1325.0,436.0,2023.0,375000.0
Washington,Single Family,2.0,2.0,1508.0,4356.0,2004.0,450000.0
Weber,Townhouse,3.0,2.5,1549.0,436.0,2021.0,385000.0
Salt Lake,Single Family,5.0,2.5,3418.0,13939.0,1983.0,849000.0
Washington,Townhouse,3.0,2.5,1736.0,1307.0,2024.0,365900.0
Utah,Townhouse,4.0,2.5,2376.0,1742.0,2022.0,451000.0
Washington,Single Family,3.0,2.0,2099.0,13939.0,1992.0,559000.0
Utah,Single Family,3.0,1.0,1461.0,5663.0,1903.0,419900.0
Davis,Single Family,5.0,4.0,4488.0,13068.0,2006.0,815000.0
Weber,Townhouse,3.0,2.5,1408.0,436.0,2010.0,360000.0
Utah,Condo,2.0,1.0,1518.0,871.0,1974.0,335000.0
Washington,Single Family,3.0,2.5,1979.0,6970.0,2021.0,589000.0
Salt Lake,Condo,3.0,2.5,1276.0,nan,2024.0,386900.0
Salt Lake,Townhouse,3.0,1.0,1628.0,3049.0,2016.0,599900.0
Utah,Single Family,3.0,1.0,1374.0,4792.0,1950.0,410000.0
Weber,Single Family,4.0,2.5,3903.0,7405.0,2023.0,654000.0
Washington,Single Family,3.0,2.0,1886.0,8712.0,2024.0,585000.0
Weber,Single Family,4.0,1.0,3093.0,13068.0,1977.0,565000.0
Salt Lake,Single Family,5.0,3.0,4128.0,10019.0,1979.0,989000.0
Weber,Single Family,2.0,1.0,844.0,6534.0,1931.0,240000.0
Weber,Single Family,3.0,1.0,2314.0,6534.0,1925.0,457000.0
Utah,Single Family,5.0,3.5,3284.0,5663.0,2022.0,829900.0
Salt Lake,Condo,2.0,1.0,1200.0,436.0,1980.0,324490.0
Utah,Single Family,5.0,2.0,3223.0,14375.0,2013.0,643000.0
Salt Lake,Single Family,2.0,2.0,3229.0,4356.0,2024.0,630284.0
Summit,Condo,3.0,2.0,1232.0,436.0,1997.0,840000.0
Summit,Single Family,4.0,2.5,2258.0,20909.0,1990.0,1999999.0
Utah,Townhouse,4.0,3.0,2084.0,871.0,2006.0,399900.0
Salt Lake,Townhouse,3.0,2.5,1704.0,1742.0,2012.0,455000.0
Davis,Single Family,3.0,2.5,1697.0,5663.0,2000.0,461000.0
Salt Lake,Single Family,5.0,2.0,1910.0,6534.0,1970.0,539000.0
Salt Lake,Single Family,2.0,1.0,762.0,5663.0,1984.0,329900.0
Salt Lake,Townhouse,3.0,2.5,1564.0,1742.0,2001.0,415000.0
Salt Lake,Single Family,5.0,2.0,2532.0,10019.0,1974.0,639897.0
Weber,Single Family,5.0,3.0,3489.0,21780.0,2015.0,719000.0
Salt Lake,Single Family,6.0,1.0,2604.0,9148.0,1948.0,749900.0
Washington,Single Family,3.0,1.5,2347.0,1742.0,2023.0,539990.0
Weber,Single Family,3.0,2.0,3820.0,14810.0,2023.0,785000.0
Tooele,Single Family,3.0,2.0,3740.0,43560.0,2017.0,785000.0
Washington,Single Family,3.0,2.0,1975.0,13068.0,1986.0,549000.0
Salt Lake,Townhouse,3.0,2.5,1472.0,436.0,2005.0,400000.0
Salt Lake,Single Family,6.0,5.0,6534.0,22216.0,2004.0,2599000.0
Weber,Single Family,3.0,1.0,1320.0,13068.0,1946.0,349900.0
Salt Lake,Single Family,5.0,2.5,5618.0,24829.0,2023.0,1869900.0
Washington,Townhouse,3.0,2.5,1684.0,2178.0,2024.0,405000.0
Davis,Single Family,3.0,1.0,1340.0,10454.0,1955.0,338000.0
Davis,Townhouse,3.0,2.5,2136.0,4356.0,2008.0,523000.0
Sevier,Single Family,3.0,1.0,1082.0,16988.0,1947.0,249000.0
Wasatch,Single Family,3.0,3.5,4647.0,23087.0,2018.0,7875000.0
Utah,Townhouse,3.0,1.5,2039.0,1742.0,2000.0,415000.0
Salt Lake,Single Family,4.0,2.0,1848.0,3920.0,1984.0,499950.0
Salt Lake,Single Family,3.0,1.0,1420.0,5663.0,1995.0,430000.0
Carbon,Single Family,4.0,1.0,2107.0,8712.0,1955.0,280000.0
Salt Lake,Single Family,3.0,2.0,1922.0,9583.0,1981.0,425000.0
Utah,Townhouse,3.0,2.5,2789.0,1307.0,2019.0,469000.0
Utah,Single Family,3.0,2.0,4698.0,28314.0,2022.0,1250000.0
Salt Lake,Townhouse,4.0,2.5,1839.0,436.0,2023.0,460882.0
Salt Lake,Single Family,5.0,2.0,1728.0,7405.0,1971.0,464990.0
Salt Lake,Single Family,6.0,3.0,3307.0,6970.0,1901.0,875000.0
Weber,Single Family,4.0,1.0,1092.0,8712.0,1957.0,360000.0
Salt Lake,Single Family,5.0,3.0,2256.0,10019.0,1977.0,574900.0
Washington,Townhouse,3.0,2.5,1552.0,1307.0,2023.0,384990.0
Davis,Single Family,6.0,3.5,3675.0,16117.0,2016.0,749000.0
Salt Lake,Townhouse,5.0,1.0,2720.0,1307.0,1995.0,500000.0
Iron,Single Family,3.0,2.0,1290.0,5227.0,2005.0,327500.0
Salt Lake,Single Family,5.0,3.0,4218.0,6534.0,2024.0,959900.0
Davis,Single Family,4.0,2.0,2775.0,4792.0,2021.0,849000.0
Iron,Single Family,4.0,2.5,2118.0,12197.0,2022.0,504900.0
Weber,Single Family,3.0,2.0,3114.0,10454.0,2024.0,599900.0
Weber,Single Family,3.0,2.0,3099.0,10019.0,2024.0,619900.0
Utah,Single Family,6.0,3.5,5420.0,18731.0,2004.0,1099900.0
Utah,Single Family,5.0,3.0,2400.0,9583.0,1958.0,509900.0
Wasatch,Townhouse,4.0,1.0,3049.0,1307.0,2020.0,1300000.0
Weber,Single Family,5.0,2.5,3642.0,20473.0,1997.0,699900.0
Utah,Townhouse,3.0,2.5,2358.0,1742.0,1985.0,579900.0
Utah,Single Family,5.0,2.5,2313.0,10454.0,2014.0,599900.0
Weber,Single Family,4.0,2.5,2834.0,7841.0,2011.0,525000.0
Salt Lake,Single Family,4.0,2.0,3184.0,25265.0,1997.0,550000.0
Salt Lake,Condo,3.0,3.0,1496.0,nan,2024.0,419900.0
Davis,Single Family,5.0,3.0,4251.0,13939.0,1995.0,824999.0
Weber,Single Family,3.0,1.0,1005.0,7841.0,1953.0,345000.0
Utah,Single Family,6.0,1.0,3594.0,11761.0,2005.0,599900.0
Utah,Single Family,7.0,4.0,5013.0,17860.0,2019.0,1199000.0
Weber,Single Family,3.0,1.0,3248.0,10454.0,2005.0,539000.0
Salt Lake,Single Family,3.0,1.0,2061.0,5227.0,1993.0,485000.0
Weber,Single Family,3.0,1.0,1020.0,8712.0,1959.0,300000.0
Weber,Single Family,6.0,1.0,3600.0,89298.0,1986.0,885000.0
Weber,Single Family,6.0,1.0,3024.0,87120.0,1979.0,695000.0
Washington,Single Family,3.0,2.0,1681.0,6098.0,2014.0,525000.0
Utah,Single Family,6.0,3.0,3228.0,10454.0,2004.0,709000.0
Salt Lake,Townhouse,3.0,2.5,1670.0,1307.0,2010.0,439000.0
Salt Lake,Single Family,4.0,2.0,2736.0,8712.0,1949.0,899900.0
Salt Lake,Townhouse,2.0,1.0,1061.0,871.0,2014.0,395000.0
Davis,Single Family,4.0,2.0,1842.0,6970.0,2001.0,499900.0
Summit,Townhouse,4.0,6.0,5450.0,4792.0,2006.0,4500000.0
Weber,Townhouse,3.0,2.5,1609.0,1307.0,2012.0,355000.0
Salt Lake,Single Family,3.0,1.5,1551.0,9148.0,1942.0,550000.0
Salt Lake,Single Family,6.0,2.0,3190.0,4792.0,2018.0,650000.0
Salt Lake,Single Family,4.0,2.0,1788.0,7841.0,1998.0,470000.0
Salt Lake,Single Family,5.0,2.0,2464.0,8276.0,1961.0,518000.0
Salt Lake,Townhouse,4.0,2.0,1904.0,5227.0,2002.0,440000.0
Kane,Single Family,4.0,2.5,1970.0,59677.0,1987.0,829000.0
Davis,Single Family,5.0,1.0,1341.0,12632.0,2001.0,380000.0
Davis,Single Family,3.0,2.5,1508.0,8276.0,1999.0,450000.0
Salt Lake,Single Family,3.0,2.0,1884.0,7405.0,1992.0,479000.0
Tooele,Single Family,3.0,2.0,1095.0,5663.0,1996.0,379900.0
Davis,Townhouse,3.0,1.5,1728.0,436.0,1959.0,349999.0
Utah,Condo,1.0,1.0,862.0,871.0,1998.0,260000.0
Davis,Single Family,3.0,1.0,1126.0,9148.0,1959.0,360000.0
Weber,Single Family,3.0,1.0,1453.0,12632.0,2002.0,425000.0
Cache,Townhouse,2.0,1.5,1190.0,871.0,1995.0,249000.0
Tooele,Single Family,4.0,2.5,2896.0,6098.0,2020.0,490000.0
Wasatch,Condo,4.0,3.5,2643.0,436.0,2024.0,5650000.0
Wasatch,Condo,4.0,3.5,2643.0,436.0,2024.0,5650000.0
Wasatch,Single Family,2.0,2.5,2034.0,6970.0,2016.0,1349400.0
Salt Lake,Single Family,7.0,6.5,10151.0,33977.0,2023.0,2645000.0
Salt Lake,Single Family,2.0,1.0,1488.0,5663.0,1924.0,499000.0
Rich,Single Family,2.0,1.0,1704.0,13068.0,1977.0,409900.0
Utah,Single Family,4.0,2.5,3372.0,10890.0,2023.0,734200.0
Washington,Townhouse,4.0,4.5,2582.0,nan,2024.0,729900.0
Summit,Townhouse,3.0,2.5,2504.0,3485.0,2001.0,1190000.0
Iron,Single Family,3.0,2.0,3514.0,21780.0,2023.0,530000.0
Summit,Single Family,4.0,2.0,3550.0,18295.0,2007.0,550000.0
Kane,Single Family,3.0,3.0,2475.0,98010.0,2023.0,865000.0
Utah,Single Family,6.0,4.0,6912.0,33977.0,2009.0,1690000.0
Duchesne,Single Family,2.0,1.0,1472.0,108900.0,2002.0,235000.0
Washington,Single Family,2.0,2.0,1397.0,3049.0,1994.0,350000.0
Salt Lake,Townhouse,3.0,3.5,1854.0,1742.0,2007.0,622000.0
Washington,Single Family,3.0,4.0,4837.0,70132.0,2007.0,2300000.0
Washington,Single Family,2.0,2.0,1925.0,11326.0,2005.0,549900.0
Salt Lake,Townhouse,3.0,2.0,1842.0,3049.0,2017.0,605000.0
Utah,Single Family,7.0,4.5,5272.0,15682.0,2023.0,1295000.0
Washington,Single Family,4.0,2.5,2615.0,12632.0,2022.0,989000.0
Washington,Single Family,3.0,2.5,2002.0,14375.0,2005.0,619000.0
Utah,Townhouse,2.0,2.0,1586.0,3485.0,2023.0,474900.0
Salt Lake,Single Family,4.0,1.0,1741.0,7405.0,1971.0,435000.0
Washington,Single Family,2.0,1.0,680.0,2178.0,1989.0,195000.0
Wasatch,Condo,1.0,1.0,485.0,436.0,2003.0,179000.0
Wasatch,Condo,3.0,3.0,1651.0,436.0,2024.0,3000000.0
Utah,Single Family,6.0,3.5,5948.0,11326.0,2023.0,1389900.0
Salt Lake,Condo,3.0,2.0,1360.0,nan,2024.0,402400.0
Salt Lake,Single Family,4.0,2.5,3129.0,6098.0,2014.0,599900.0
Weber,Single Family,3.0,2.0,1980.0,7405.0,1939.0,350000.0
Salt Lake,Single Family,3.0,2.0,3603.0,6098.0,2024.0,676387.0
Washington,Townhouse,3.0,2.5,1675.0,nan,2023.0,389990.0
Weber,Single Family,4.0,2.0,1488.0,6970.0,1924.0,295000.0
Utah,Single Family,3.0,2.0,3240.0,7841.0,2024.0,534900.0
Salt Lake,Townhouse,3.0,1.5,2346.0,1307.0,1975.0,461000.0
Salt Lake,Townhouse,3.0,3.0,1801.0,436.0,2023.0,445000.0
Utah,Single Family,4.0,2.5,4145.0,7405.0,2023.0,689900.0
Washington,Single Family,3.0,2.0,1314.0,2614.0,1995.0,370000.0
Utah,Single Family,7.0,3.0,4576.0,86684.0,1991.0,1000000.0
Tooele,Single Family,4.0,1.0,1864.0,7841.0,2000.0,439000.0
Washington,Single Family,3.0,2.0,1612.0,8712.0,2020.0,519900.0
Box Elder,Single Family,3.0,2.0,1606.0,2178.0,2024.0,449900.0
Salt Lake,Single Family,3.0,1.5,1125.0,8276.0,1957.0,479900.0
Washington,Single Family,3.0,2.0,2017.0,13504.0,2001.0,540000.0
Salt Lake,Townhouse,2.0,2.5,1422.0,436.0,1975.0,425000.0
Salt Lake,Single Family,6.0,3.5,3824.0,11326.0,1994.0,790000.0
Salt Lake,Single Family,4.0,2.0,1886.0,6098.0,1925.0,365000.0
Salt Lake,Single Family,6.0,2.0,2376.0,25265.0,1977.0,629000.0
Salt Lake,Single Family,7.0,2.0,3225.0,10019.0,2003.0,719900.0
Sevier,Single Family,4.0,2.0,2296.0,10890.0,1980.0,359900.0
Duchesne,Single Family,4.0,3.0,2149.0,6098.0,2011.0,400000.0
Cache,Single Family,4.0,1.0,2827.0,14375.0,1902.0,359000.0
Washington,Condo,2.0,2.0,1163.0,nan,1984.0,300000.0
Salt Lake,Condo,3.0,2.0,1272.0,nan,2019.0,329000.0
Salt Lake,Single Family,4.0,1.0,1812.0,10019.0,1986.0,529000.0
Davis,Single Family,4.0,3.5,2903.0,12197.0,2024.0,799990.0
Salt Lake,Townhouse,3.0,2.5,1624.0,871.0,2021.0,450000.0
Washington,Townhouse,2.0,2.0,931.0,1742.0,1986.0,250000.0
Utah,Single Family,5.0,3.0,4159.0,11326.0,2024.0,581900.0
Cache,Single Family,2.0,2.5,2659.0,16117.0,2024.0,589900.0
Washington,Single Family,4.0,4.5,3196.0,17860.0,2024.0,1800000.0
Washington,Single Family,3.0,3.5,1941.0,3485.0,2020.0,709000.0
Summit,Single Family,3.0,3.0,2200.0,nan,2005.0,540000.0
Washington,Single Family,3.0,4.5,3645.0,3920.0,2000.0,1395000.0
Sanpete,Single Family,4.0,1.0,1954.0,10890.0,1979.0,330000.0
Washington,Single Family,4.0,5.0,5935.0,37462.0,2005.0,2850000.0
Salt Lake,Single Family,3.0,2.5,3574.0,5663.0,2024.0,623200.0
Salt Lake,Condo,3.0,2.0,1420.0,nan,2024.0,412900.0
Salt Lake,Townhouse,4.0,3.0,2036.0,871.0,2016.0,464900.0
Weber,Single Family,4.0,1.0,2904.0,33106.0,1997.0,599950.0
Utah,Single Family,5.0,3.5,2536.0,871.0,2022.0,569000.0
Salt Lake,Single Family,5.0,3.5,3702.0,7841.0,2019.0,680000.0
Weber,Townhouse,3.0,2.5,1362.0,871.0,2014.0,345000.0
Utah,Single Family,4.0,2.5,2416.0,5227.0,2023.0,521900.0
Cache,Single Family,4.0,2.0,2652.0,2614.0,2003.0,500000.0
Utah,Townhouse,2.0,2.0,2269.0,1307.0,2022.0,415000.0
Morgan,Townhouse,3.0,2.5,1395.0,871.0,2021.0,369000.0
Box Elder,Single Family,3.0,2.0,2307.0,12197.0,1900.0,374990.0
Cache,Townhouse,2.0,1.0,904.0,436.0,1978.0,240000.0
Utah,Single Family,4.0,2.5,3105.0,10890.0,2019.0,550000.0
Utah,Townhouse,4.0,2.5,1965.0,871.0,2024.0,462000.0
Carbon,Single Family,6.0,3.5,3556.0,21780.0,2018.0,640000.0
Washington,Single Family,3.0,2.0,1298.0,8276.0,1985.0,389900.0
Davis,Townhouse,2.0,1.5,1622.0,871.0,2020.0,433000.0
Utah,Single Family,5.0,3.0,2892.0,9148.0,2000.0,649900.0
Davis,Single Family,4.0,2.5,5193.0,25265.0,2024.0,1138000.0
Utah,Townhouse,3.0,1.5,1332.0,1307.0,2016.0,369900.0
Salt Lake,Single Family,4.0,3.5,3154.0,4356.0,2013.0,669000.0
Salt Lake,Single Family,4.0,1.0,2800.0,9148.0,1961.0,995000.0
Weber,Single Family,3.0,1.0,1330.0,6098.0,1947.0,375000.0
Davis,Single Family,5.0,1.0,2310.0,8276.0,1962.0,429000.0
Utah,Single Family,4.0,3.0,4145.0,8712.0,2024.0,649900.0
Washington,Townhouse,3.0,2.0,1559.0,5663.0,1994.0,385000.0
