Actual,Predicted
595000,757060.4253892231
600000,490091.5738600109
485000,516219.57497674896
509900,497097.51606182643
425000,440837.9164224368
390000,531815.8536499616
564900,574864.41479085
389900,316160.2891101679
229900,215494.47121941263
499000,533769.1357913817
485000,550577.4452252532
615000,676214.0231355948
499900,518962.1205152362
494900,504414.25900576054
530000,493130.52768242336
549000,593647.494190413
458000,482488.8933542213
199000,199406.5877564079
599000,762903.4793892183
749000,768331.7952234085
4495000,3047034.663493299
334900,426055.8284784553
950000,1173068.860349832
460000,431164.9279519297
445759,435330.9453621377
399900,569418.8734298488
630000,682676.2538684362
654000,623065.8853580466
799000,651428.3809264655
339000,422926.33505406434
649900,632918.7293806899
439950,512938.1181433169
492993,455103.88001522847
600000,546201.9779267707
391139,475218.55995831435
699995,838974.9335071057
324900,353189.75328579725
535000,517162.8566502676
3990760,3509376.280483731
549900,540401.8711082009
650000,619810.8647985188
459000,611176.2764548778
475000,382704.42059700435
340000,363787.82655905077
999000,1095063.0790753397
305000,380502.8687817982
490000,502503.4051811098
530000,540776.9377036463
750000,846918.2076418997
474900,670321.0128203527
629000,653582.2949535842
525000,563475.7807320353
398500,381366.68141412333
499900,439964.025875114
368990,377446.84348236915
1200000,1024251.5033065885
675000,790531.8188537784
530000,463586.0580955258
549000,1113657.7233057686
369000,407894.1005250004
590000,539664.247018968
725000,786408.9925527542
484000,414600.37714095245
369900,401187.22890106495
2250000,1893179.922934929
719000,564970.6118671001
699900,676609.542101353
435000,457306.826279034
399900,668217.9310590082
999800,959288.6747752775
1700000,1287706.0020168235
549000,572754.2643592273
525000,550849.966696301
250000,189968.44021038717
899999,1198126.9474848052
517000,540908.6540912257
1023227,1218919.703554201
420000,804667.0048901896
425000,417706.4365017079
899900,1123280.5948921037
540000,625718.2180385904
2650000,2260035.140418391
555000,563775.6007641444
420000,461573.6378983098
1060000,961196.3704076492
3900000,857358.7295282114
555000,571851.3711808983
556900,601454.7642461105
375000,492460.73133385536
535000,666979.0425723405
515000,427285.82134439953
433000,474037.0202316117
394990,447048.11820982385
3000000,2965710.5712683266
424900,450004.9610845021
385000,454390.68173755804
485000,405690.5826775721
439000,348821.99986750307
639000,655296.1628901563
300000,369626.7294215145
125000,143985.0401804383
665996,630433.7898659179
475000,552511.2885183978
355900,425045.5030147599
494900,644264.5192598096
561900,602311.0936567024
235000,294030.13177214086
569900,625700.0700227198
775000,646043.6927757097
679990,579771.6490461592
650000,636396.9148023939
545000,619157.2409345097
545000,495377.90026401094
1025000,2124845.680387862
345000,402446.6665300008
340000,355552.7859640593
1300000,895105.6509487546
769900,951490.0629240434
385000,400194.6871354268
399999,409886.784431345
480000,447190.93886217923
396990,450229.06386004365
675000,626080.2269268166
775000,1380843.1039293369
279900,284100.22529500537
445000,430460.7652961297
659900,589946.750892901
439990,477429.1946924241
484900,574738.1464470064
366990,345003.5442037478
799900,742333.9064606758
430000,381751.18931146146
249000,221684.0992414683
524900,545484.2720675934
998500,1554113.0861531897
327500,331670.3217123917
399000,494464.0138437559
499900,477618.07237979
364400,410585.66687275365
415000,425220.1246715907
585000,487078.0918580661
350000,470087.3294372555
730000,790157.7902523967
444000,483500.99384503404
625000,588057.39067651
590000,606080.0036247113
345000,317377.38640171953
435000,476162.9872380537
305000,369390.58640783036
520000,492076.88376203296
550000,472545.47188757773
599999,519506.6292427482
2300000,1717783.427984485
285900,331443.0722310934
384900,342601.41156598914
469000,448122.81817197043
635000,585539.2332254691
699900,548982.8619754396
399900,497741.7942634095
470000,566726.8820025763
499990,456899.5415903994
558402,632148.0751502065
425000,472269.5329901372
899900,815898.5792406453
385000,373034.54288386845
699000,452846.5493403909
399900,291672.27090636437
750000,713606.8262835793
380000,466790.34292480577
995000,885538.0772614726
475000,462295.764568843
625000,1054617.1453983388
625000,567020.3577571394
749500,739595.4487509691
575000,586850.7575771951
4225000,4017807.1559043042
668400,631720.5224116726
650000,595915.7057598805
344000,353964.6018036463
749950,966987.3875733614
635000,636455.2248545858
359500,358605.8764562381
2599500,3257988.0820261613
619000,880713.7224049147
414900,396516.1014859809
329900,380056.93097152456
1395000,1326302.5318010717
354900,288736.54641383444
595000,461158.8619570645
1200000,1871634.2870309332
1200000,920298.8944877766
429000,456198.0827180609
1225000,1228116.3342798252
479900,616921.5517864535
492456,477985.2226006845
570000,676338.7099852301
549000,643730.0785290456
404900,478343.5609104076
299900,433222.01265364
385000,410281.4018966882
420000,565244.4363588999
643900,657275.2042797472
1250000,1382140.8060484587
359000,328310.191379541
575000,552620.9599607472
549900,608713.0551070237
729900,727605.6041384372
509900,532676.6071485168
925000,759673.9278684583
344000,285104.0705096872
639000,567178.0668335631
1300000,1508351.4573031026
1250000,1673044.2757120407
499999,579077.7809300862
392000,305926.3044608466
649900,529913.7610986434
895000,824703.0379133205
799000,861512.4277052684
4249000,1518402.5250773216
714500,646089.1939123657
898500,911719.4492943315
499000,426760.6480102504
499000,458117.44575245184
745000,688063.368542925
459000,491927.1518329831
445000,399172.003953907
390000,389718.09825514426
135000,406090.5668394957
749900,801232.5486284508
349900,354539.8384718381
699000,647657.8588529308
311700,310755.3868994589
497900,506311.2836993925
649900,615219.955836153
669990,1041271.6655312226
355000,346008.82351319713
485000,506084.85542041593
3800000,2857336.047920365
595430,479968.56953307294
315000,252996.00483642958
475000,511841.3756610039
475000,389444.2625917916
455000,539391.7580778819
1125000,889931.7849166989
899000,698925.1843239882
406000,418616.82869756914
595000,836358.8488314968
445000,476252.75103227136
360000,347555.3503672695
624900,597713.5040310498
340000,370924.5411488992
529000,454583.5668547861
449000,580065.9231853633
499000,458736.79220488487
709000,851109.2570441095
415000,563079.3702242675
360000,401340.21147483785
489000,460123.1984762085
525000,976750.7064848859
386000,523515.20511557866
710000,1334480.9454859374
599999,908708.9809755761
475000,379305.75357545604
455000,556826.0192775409
510000,546322.7929229678
424000,345470.8291124986
344990,369183.5510958328
1050000,1633994.1526241156
435000,460959.33991286537
360000,419029.84222398273
1195000,1064786.378971475
490000,418218.8611850637
299400,271843.02039172384
455000,482472.9626288402
899900,857394.011482278
3450000,2094391.700450722
449000,470688.1608528917
990000,1474962.2816021924
614900,680484.0930646322
565000,467806.30698273884
520000,577190.5490081996
389900,442478.43332162866
629995,711935.258106709
499900,549028.9357645016
1000000,922247.8699390189
799000,673508.6272655622
1756777,1338533.0551193801
270000,287100.963785527
529900,510583.52694077976
430000,512841.7909671222
435000,469616.7754324674
974900,1455083.6730806094
400000,421411.93309394014
950000,925383.3432794245
678685,939439.9951696353
515000,436968.3239853733
329000,358855.02066297835
1299900,1355131.0471267635
798000,813094.5666649844
325000,346094.11736660195
479000,492444.5823129672
570000,592847.8668768377
470000,456389.6151041173
501545,737150.1984172163
649900,673686.6479979705
349400,400111.91494382493
574978,564968.9301030359
439999,461414.01271402737
425000,513492.0567340365
699000,721909.8855881928
1599000,1154569.9372784714
340000,345901.02216549916
885000,792516.3553689307
340000,360194.0387730009
449900,504762.0106289846
469000,530114.4556511024
396000,463916.92067778116
800000,918400.8593555463
1390000,1808268.29906925
299000,286670.4426784577
459000,435026.5898831729
779500,672928.3261554171
4500000,2754978.747115958
599900,517331.63567298534
423990,454886.4987803353
330000,369916.23815587466
375000,505320.10309901554
739990,910526.2120038158
585000,619197.6650957341
339900,356633.1768620971
299900,312884.4121861617
513200,453274.108634637
475000,525877.2003610997
345000,343448.6357267928
989000,858399.716312162
577790,677560.3233879687
399999,381870.71154897293
550000,649686.7380786863
249900,262377.3472963594
1175000,1854405.6753740117
459900,503100.5618687285
599900,490616.37223527004
680000,736228.5566447577
895000,1264302.6271851275
495000,404426.92431291396
440000,366047.0774869627
299000,278593.52390111925
329900,317342.1995484148
495000,486315.4280374888
581756,599196.8795243617
560000,599171.6337134152
480000,493853.72847684275
610000,511835.1255681081
525000,415890.35440351214
395000,531717.1902311936
615000,606705.7621230352
379000,350746.42294360715
834990,815737.882265295
330000,396003.7394552983
598500,535124.2009000542
1385000,928628.9464482078
799999,886112.155493842
565000,526930.1898428313
725252,851581.8044047374
825000,715632.5076606034
779900,1128292.6474959087
715000,499421.569234868
1325000,1229186.3513570137
499900,605230.1090523634
699000,721161.878756966
460000,458654.9340567729
334900,335088.7970730946
2262600,2353535.321562019
349000,258592.19089723815
649900,722114.1481594577
309900,356123.7098889223
1484900,2406551.867487831
349900,333062.3415801037
760000,838166.3296522788
1375000,1255344.849147303
550000,565393.8795169863
425000,331443.0722310934
750000,1139536.5236590684
349999,404423.4145722181
599990,595667.7155229822
458900,492280.9820933733
350000,448658.86592590564
524000,527826.3069872172
435000,538404.2153528346
299000,236395.44228193606
575000,687161.0844143744
314900,369390.58640783036
396990,450229.06386004365
405000,444622.1217114246
1395000,1326302.5318010717
675000,683890.0672564093
650000,813695.5225121651
709000,415071.8131748816
649900,569010.7491400773
459000,510233.3694600786
474900,483981.00101212744
255000,291194.4807396664
478000,488037.05001267325
700000,752139.8483118545
349000,357273.76981082023
414900,558019.9999534113
503050,544638.6809496213
595000,709722.5715947407
460000,417950.43682760367
620000,626111.4208775564
749900,678492.472818177
549900,594070.5883599437
455000,454859.99373090535
385000,410787.06905172236
320000,439553.4438804037
545000,654132.2636095484
365000,270587.28067757806
2595000,2949609.8276667194
499000,510655.6310990142
415000,606863.7248834311
300000,504119.0693922924
489000,496899.39021282
665000,710312.8832170438
1950000,878622.2634241423
549900,470532.8643609771
475000,439397.2806002981
529900,574486.8963581993
425000,439533.6287210499
299000,408715.9328830791
824999,762380.3992251446
972900,763618.8577435536
275000,321248.92372409476
415000,464307.40186914767
299900,438281.6731684045
414999,467735.9499331225
2350000,1415080.256870695
709900,724535.721578647
217500,273837.3202834904
509000,480628.3473793299
410000,430244.9805080009
735000,558265.0637176518
388900,403859.16276216233
418780,476743.07327593485
429900,703402.3964278395
519000,461374.44535724935
609900,664985.8232120991
465000,420985.8859633657
629500,652358.5731546553
459900,409622.3725720565
799000,591754.2039413204
510000,530050.9271090099
635000,1433874.507062616
900000,780407.8683585151
329900,370783.2376897861
649000,599751.149087839
415000,427985.53695011
590000,622788.9357017508
390000,402510.8784450974
365000,339074.32439291535
625000,646651.2704431331
565000,565762.2598539734
1025000,846786.0738196708
264000,321822.5498103452
3200000,2026029.9292164627
359990,409358.86416404013
539900,496212.17150204617
699000,746342.818881335
395000,386019.78546285577
2150000,1093077.9982452062
5680000,2300625.344233521
365000,465952.73840109236
625000,619983.3819480768
409900,417766.64639470546
250000,340661.4618683599
795000,796589.3401279964
358900,478045.328496851
3790000,2268976.657721888
390000,404139.2586384965
739750,813178.0926752922
295000,437132.48111880926
1999900,1137853.764536978
450000,287823.4785725894
579900,677790.9170396302
570000,674828.292608491
915000,893383.6428913039
697500,584684.4247096744
310000,300952.7245242925
608000,585523.8783334298
799950,1170273.929566682
589000,557494.403106041
519900,459788.60228285106
734900,962584.0775963143
789999,780813.4141781699
720000,811916.167111739
2900000,938696.1863931743
534900,1012717.2199839968
825000,646978.78182258
349900,368314.681896841
860000,740752.4719823129
599000,558184.3372209007
800000,853005.2220936677
400000,499148.6292389143
515000,441685.4593895154
460000,430558.6067865278
1100000,1080524.9941588305
484999,506022.8677036445
508869,576547.0930192773
325000,520902.07342832274
699900,686859.8007126076
150000,190265.3880103151
844900,1013663.2817018073
500000,410968.9326156273
828900,816747.4093960535
400000,377843.84258863877
376990,345003.5442037478
599990,732004.632266647
450000,1312890.0179998423
450000,416168.3781751947
489000,517322.415479597
569000,575589.3940476164
1750000,1846077.0594395255
599000,582440.0795964809
650000,778042.5186706132
1300000,2123534.163166949
649900,514744.1222767787
949995,786625.4107439868
465000,469324.6258247706
765000,800618.0780642708
350000,393206.8306366283
344900,343346.12873763574
399000,490973.77526102745
399900,488556.0203613336
310000,313711.24630715686
555000,612373.8341055843
3995000,2920310.3841942744
824000,784790.4091926084
1179000,1078902.575349839
4500000,4077663.252609444
425000,416403.8919988412
350000,333007.2941486669
384900,436451.09368112084
1150000,1106626.4371969462
405000,409740.8064923035
320000,330367.6322721251
595000,552651.7609970158
1295000,1591467.2225647995
690000,894486.1236464554
600000,603320.0172315699
485000,467888.9190925274
799000,631450.1538016018
1159900,1196403.0783945834
429000,465363.619835845
680000,684695.028333008
579000,695876.8622678869
400000,503455.81426774943
699900,764402.207343927
200000,252144.55366688134
539000,485719.0745206701
849900,802332.9364307588
725000,636662.9353800607
650000,688932.520952234
4500000,3411401.597992128
199900,300894.3776760051
524900,518810.4248761296
570000,474638.833398008
1148900,995503.3620663208
740000,736857.2815464139
550000,508640.51748008066
560000,546732.6076426795
697822,572974.0278240452
580000,492694.2156962034
599500,565021.6424337114
475000,467438.217077476
280000,303602.68663216993
700000,699672.5153420197
489500,453135.27256168745
550000,440779.3064966128
525000,589765.410069715
1100000,867675.3519529863
1150000,1193417.1961864363
545000,572099.7267910027
474990,502753.9819179521
419900,496645.2749353035
450000,582721.1033697878
680000,640186.2378964435
515000,437146.26305996376
585000,531419.6282984386
1299990,1926002.4056439872
580000,554886.3618025614
727487,688550.1252493216
390000,314774.27749975014
799700,1135092.2448462558
440000,483304.88649871596
1475000,1630744.4293447072
400000,569960.1009667693
289900,367229.3877416926
455000,480190.3854429603
865000,807416.2119818748
520000,503175.85874267365
875000,744869.4976881056
334900,286387.0324586423
459000,368153.4013194866
749000,800162.3891214726
749000,875780.7786014276
600000,536167.166924055
700000,640273.5948339731
649900,628202.1746163048
435000,445034.8018803274
380000,325880.6374081793
429900,430171.175692769
829000,702606.6306565661
1295000,920245.0694527323
315000,380502.8687817982
514800,510583.52694077976
429900,391557.46746829496
2100000,963546.4836937874
529000,452447.8261867218
475000,583671.9194213385
499000,399839.85261582996
529900,675946.5392804259
899900,862415.7330442914
669000,664913.5577447645
440000,426463.0833162751
460000,525871.0890484486
365000,389349.764256463
565000,505079.0535657286
370900,414028.8845608124
1895000,1475252.963651699
380000,382087.21225206007
575000,1013814.1063600723
499000,519494.24655256193
125000,201642.03221792442
459900,549501.927447162
495000,545243.7235348703
650000,545960.8639378588
419900,481196.00669337326
569000,440203.92842722015
14995000,19050414.80472754
772025,934552.9178747239
319000,338554.93624103884
427000,466725.36852201686
419500,477812.34388800204
909999,767020.8316074237
539990,624961.6668820239
315000,332570.6085679684
549900,593561.575005432
1150000,658533.9463471213
457210,444902.88178490824
1650000,1958915.4412741133
569900,645384.2594274585
449500,411529.423660341
550000,506589.4209823269
496340,599196.8795243617
474900,440287.052068016
695000,695079.8489644089
550000,533067.6286665964
649900,914360.311346965
4295000,3065468.0729693803
439000,576400.7118320789
450000,463916.92067778116
790000,880832.0575309609
425000,496415.02984809864
750000,738171.7112312891
617400,633408.7900677263
695000,719056.1974548579
529000,468715.41139214236
559900,528655.2043216503
520000,544021.7107424159
495000,488327.5493368444
394000,400785.60274175386
377500,439553.4438804037
498250,728422.3362291919
624900,594490.7336717742
1150000,1350715.7918824826
567900,464663.37496224314
338500,306549.7525007095
639900,618683.5249062023
899900,875118.3223547738
750000,773310.8792395858
355000,365096.31108157284
285000,303208.2229825493
793500,516800.49773094396
535000,491502.6382942959
394900,349377.63815106684
547142,535193.3959448979
605000,476817.0466667525
199900,233361.57969503035
365000,491564.0548463926
449900,453683.6861640206
699900,802835.8607015196
465000,436434.8262347854
439000,539564.6180468183
309000,313646.02638055396
383470,452058.8352406351
1777000,2105480.9974739943
497777,380507.6178846725
895000,880917.3434560627
824000,775617.7563485807
518000,541052.8506889968
1385000,1403445.9117411082
1079900,912012.781490053
540000,608241.8165184835
449000,531900.3553047793
419500,561987.4284919687
475000,415920.20869577024
529900,487959.3507880999
499900,531188.6832099896
649950,713764.1163311511
1060000,853908.9457697055
369900,367393.7412367554
1300000,1051298.0405746722
379990,347568.9121453043
6500000,5273514.305463785
423000,447526.62485801394
2499000,4598780.298750821
450000,514416.81545986835
322000,358855.02066297835
339900,384180.92089001264
799900,857218.1809729979
540000,673305.2602537783
819900,951490.0629240434
475000,579934.9592695425
425000,434851.19441741303
925000,1532987.4227830758
574900,611936.9489959789
749900,548837.5436313817
409000,417658.3247405311
305000,250337.77638101994
430000,424473.63579996576
671000,514844.0896116143
449000,404885.60408948845
1089900,782258.5899152653
410000,476871.6699843634
3899000,4559213.304644431
419990,447048.11820982385
690000,683236.8632816498
419900,481393.54324353003
555000,569034.2274453216
725000,567510.241354394
459000,454588.4377066508
429900,498486.6107392918
980000,1200893.1226457383
325000,358541.86940819136
525000,497609.2516153102
210000,233487.54302000083
419000,437507.5850889142
643900,657275.2042797472
329900,340086.9683091447
349000,329176.826985238
689900,641318.6305031952
374500,379296.03842988366
2500000,6070050.700458448
388900,369245.92996235145
799900,792975.9652678493
485000,538498.2358041379
425000,455684.18314405414
360000,370670.5862461879
450000,617858.5272361225
1149000,1166151.822656197
775000,828257.3835826515
429000,415230.3466271454
499900,429426.5894630064
635000,722011.7432630013
1725000,1375680.8377801697
565000,478045.328496851
425000,534461.9881901708
4695000,4746956.126929812
450000,505638.17090106127
435000,394656.4157332502
449950,408030.644150383
699000,1019546.2680916322
410000,430656.52057168
533000,501131.77891829185
900000,962425.3380586478
443900,497602.5755577871
500000,522947.2497270494
369900,318505.1676089727
591000,553783.5674187563
335000,388602.1050269708
699900,544811.237724675
885000,1003486.8446020638
399900,439159.864770334
425000,415538.1993351918
349900,348443.2562353579
735000,838850.7767999348
5000000,4901965.820585527
1175995,689908.6014355478
749999,599753.1704364325
599000,679933.8800088628
399000,582215.495336421
209500,205425.61939157124
999900,1507876.3312650616
549000,524698.9119858159
439770,419492.3960140095
59000,192571.37830955372
915000,1146370.6709720665
650000,656156.827171627
379000,402067.7707351006
599000,628441.5103915884
375000,423367.18153078866
449973,459521.6104142482
412100,443225.8454151259
649900,710665.4885891007
500000,395205.2677148852
690000,652875.7879479384
660000,396569.5229278671
361990,381991.7549412241
349000,431712.4649709244
695000,638695.8254462343
530000,532250.177868213
460000,469904.67307148327
1400000,1877312.946193154
1497000,1242682.550874155
410000,465704.95683701796
439900,512841.7909671222
189000,223445.64835902996
685000,691041.4585051663
319900,269766.5440682179
450000,520127.0342895941
625000,721993.0078570921
379900,345628.8872109147
569000,527742.1872403693
3495000,1960913.425671492
439900,479251.745733581
820000,867696.4142159789
189000,306174.8958990915
315000,343145.9645041018
1250000,639314.6114343455
530000,467028.6133207102
1150000,1002787.158199565
450000,565476.9552772285
900000,835326.5663431849
199900,318593.33055381017
1545000,1030913.9961177063
369000,382980.0632420096
624900,658544.7755919202
625000,657199.4428586961
520000,806324.6112188357
410000,425386.5824471344
849000,1213070.2357666693
549000,519956.45181195845
500000,523764.9853402943
657546,639856.8230487151
509900,494485.26425949525
465000,464650.6232909368
541900,536449.1977787054
575000,455050.5317420348
3700000,1636239.248133718
592690,633667.6805895794
850000,845898.229943783
335000,347419.9944099911
496413,512697.21172901924
415000,414134.2907292516
754500,804263.7183917834
435000,440276.49081776285
365900,408399.52602784906
699900,523155.529560084
399900,1412722.571263688
799900,639390.2016792783
675000,657838.0662774915
605900,662917.5829337168
795500,747615.2163567835
449900,556183.4396056373
999875,637002.0986678338
650000,632148.0751502065
619900,599190.5983940864
749950,988687.148571072
695000,664646.7115775831
799900,929039.7594637128
541550,592921.1366996657
650000,584736.6022698805
525000,425853.95494866074
385000,428222.7691957383
584500,566882.2735805743
1350000,1693659.8357837165
334885,324676.42450273276
659000,695790.8911290545
435000,434946.7254866694
499000,462272.9226493382
925000,879299.690817844
370000,336661.2213401763
399000,472058.2396520238
3200000,3572704.3377706436
8650000,10803429.275572555
798900,664973.472295909
609900,577423.8788956018
375000,361535.2594117245
389900,457306.826279034
687500,671855.4063828444
440000,472317.83039366466
475000,390596.5969969912
530000,584743.3939470453
530000,614401.3709669877
389900,461469.79357215844
455000,378734.58452635485
550000,920578.7328360104
399900,389472.09300057136
680000,582958.9314184242
1500000,2518374.873479883
599900,611318.7717518201
399900,644575.1198876131
449000,440644.17783359176
549900,603433.3501776695
579900,517673.0121961232
629900,656178.8331791357
351295,381991.7549412241
285000,330738.03578169824
975000,834582.5003465625
845000,924515.2039772125
585000,570846.9537676827
679900,614976.980090923
500000,552116.4750208809
425000,524875.0177632412
489000,461040.5780229369
445000,459768.4084623384
2800000,1340376.6367745379
484990,552418.922367358
300000,349519.9988504412
575000,560937.8840147428
475000,475565.25411154283
1599000,949810.6538598661
275000,279896.15520627535
449900,497585.5542737397
590000,524905.7821735276
499900,557847.7781360643
465000,521028.13343313115
320000,311087.3566329398
816900,926940.6686209457
549900,504325.200910422
334900,365642.81583456136
399900,399675.12513438397
495000,423952.47269575554
574900,630295.0721588545
489900,565186.9691287631
560000,658663.686578576
268000,630691.2892294523
475000,521686.20803540037
450000,446885.3387693178
1199000,1370437.3216357972
274900,264582.7397457565
575100,598794.3524754794
775000,830668.6501418629
874500,692680.8298147699
314900,382522.85785504914
720000,786612.0599301374
395000,483737.5379607208
399990,450229.06386004365
2395000,1841240.6032209126
618000,704688.0065216867
617995,596838.0655071016
410000,472346.9738219621
249900,262377.3472963594
805900,892695.3330362736
845000,1117645.5805048621
444000,453659.3611121913
575000,510403.6383446964
369000,365564.1461098487
425000,442736.3676499732
795000,507581.5757359719
340000,351558.7814224904
575996,1124727.8334012988
315000,492738.01572103525
430000,439869.14627847954
379000,337409.68796331855
349000,360875.1566573907
665714,702543.3301396485
1095000,943047.5425952823
723900,917546.6557223136
563288,599196.8795243617
700000,625309.0875070519
599000,548345.5674512315
459900,518835.04200892407
470000,530068.9917268872
665000,702459.7982539509
599900,709494.6450007911
900000,629954.3400550998
538000,569733.2874531571
685000,760716.5323302938
380000,389429.42140551563
1277000,1658998.3705568037
479900,460380.9065206622
585587,708466.1796921077
405000,385893.0354261708
354990,338706.6749224559
849900,1326709.4339070146
535000,451623.4149927141
1595000,1987969.6067810983
715000,694047.9816294258
349000,315442.4173331753
2100000,1865071.1106190726
1790000,2634729.6845211294
774950,899754.9053372563
589000,539156.6868444174
530000,481944.59397748957
449000,567777.6480127502
525000,531900.3553047793
1999999,1523292.774787155
269900,279742.67699335207
450000,548581.7654526818
527000,560466.959888914
2300000,1720887.6732542852
365000,318298.4709067756
459900,531994.9731233184
675000,716738.0181244173
620000,722252.9013823818
385000,452874.2970510719
564000,576092.2993334723
419000,424310.1840564286
1395000,2102980.230213222
374900,366339.064630531
399000,470014.419607157
310990,432686.9740802905
594000,522238.96788360365
435000,458708.3697271333
949000,1156798.289327594
1195000,1037647.4660903785
618299,645216.7145451689
389900,372952.164556554
780000,977169.0527900327
699999,739222.4569166742
195000,259688.31615152012
695000,602207.6744003919
849000,1088552.14386872
528900,529741.6471634558
362900,296945.0791320324
529990,595667.7155229822
775000,526622.703496329
750000,745079.5738026514
719000,504555.37682220584
255000,302113.1654300258
629000,628142.5370161294
424900,497299.8633688836
1160000,1073019.39389318
365000,426741.8997562814
350000,408010.9604696237
760000,987323.2421801814
650000,631450.9001095364
480000,459102.6031917357
1150000,988763.5578430044
655000,694094.7093018636
650000,695178.4722382879
420000,496698.9816864893
455990,452058.8352406351
959459,1903022.655903094
399000,368918.5257774516
797999,994231.8692634791
719000,778913.5341861115
459900,473379.99756890995
469000,502692.1303646987
370000,362502.0846011546
750000,757164.6427546619
635000,891217.4357316383
665000,541475.6737142316
489000,437108.5331882639
778300,1716447.0178372192
3575000,4014100.5715184356
365000,427601.9020985216
539900,559270.0171183014
625000,589254.7877908763
399990,450229.06386004365
469900,564308.1191691019
634000,619047.2974863043
440000,446038.9939695123
400000,416447.98170009477
250000,314573.61153408815
625000,483363.1163110209
415000,417766.64639470546
470000,435309.77486142056
459000,392629.7332046875
368990,374736.7222815775
482900,448729.19717578206
330000,330638.2926909304
420000,412038.5440054962
3450000,3652825.6104950025
430000,457493.6713584558
2750000,2013576.9818501999
425000,472091.7238174593
1690000,1860558.8786964733
549900,487985.91602474614
2900000,1722041.289320497
439900,504907.3292384712
799900,724558.091969782
699900,924804.9312173027
483990,584383.5220922998
695000,651625.3454937064
615000,595933.4617344817
650000,830800.0802907604
1250000,814340.8146656677
264000,275874.5508282166
486990,467519.9352534426
174500,203586.95929842064
1000000,941675.3801719584
685000,676754.7654134805
460000,655744.7511485125
375000,461040.5780229369
539000,671658.5423771172
464900,432349.44882816105
610000,623166.2329670719
1250000,617268.8513300591
530000,526966.2532172417
610000,591206.4520349758
719900,596911.5446142249
1488888,1440071.7905603263
475000,575196.5025950164
384900,325679.9925955416
639000,507402.18630304903
1600000,1852495.490340598
615000,612810.4023752769
2399000,3174051.5844324543
285000,315842.32879920455
360990,337371.8282308812
784000,899018.5324561015
875000,893611.759433928
545990,445031.6545171378
2398600,1759898.7343629082
428000,409483.9731019574
464900,587938.6211790857
500000,589880.5650800492
679225,740241.5418496181
900000,1338688.7446060143
550000,456455.4444409367
569000,674429.2052975636
535000,593907.908404836
369897,363703.28956708906
899900,754406.3797985711
400000,494996.0775508316
649990,786701.367230868
315000,346750.48717662966
495000,591089.2310819802
490000,554459.5208080125
599000,624008.6984370353
699000,644288.0013211606
519900,510278.23842650926
649000,550374.5486706055
674670,760001.6713137509
349900,316565.7689602152
869900,936342.0017018529
1500000,437586.7340428926
599000,624186.8458381759
370000,369205.5797012347
340000,338302.1280182305
500000,808433.3255828538
499900,469448.46720907866
339900,390854.6521890105
5490000,6577913.104095249
499900,516185.94243473664
895000,767424.4238297386
899888,802807.4597580666
420000,426951.2488982503
379999,326305.3940168668
324900,385893.0354261708
569000,628143.8473692411
365000,443793.5750758467
999950,913657.8991776457
739900,657867.7459696104
550000,519663.8381795317
420000,549617.3295411909
420000,437697.03900798014
600000,615175.0659899641
330000,393595.43169932667
132000,105096.57674137368
12700000,4194653.560915202
480000,447086.0259191499
509900,460816.05899568833
749000,600565.1167680508
649900,674665.6747191715
489800,466158.1517217421
3250000,3493557.822881795
547000,472289.13163236197
699000,678775.6548069319
425000,467047.55725657166
569900,562629.5278228644
425000,358208.3713146552
310000,287629.1047243977
715000,785071.9589432372
420000,374848.29856676277
1125000,1471403.8401339813
799000,887999.7632730214
419500,421866.67319815076
399000,437200.3736591928
675000,766129.8864917769
2950000,3133624.1748377276
475000,434714.8054360082
573500,623726.5919857481
599000,590169.9736948233
179000,495433.0276046099
424990,392909.3131542388
800000,888381.196446822
439740,412403.96028204093
1750000,1207235.200347959
315000,369916.23815587466
370000,385893.0354261708
470000,366301.3888475753
415000,512116.8298439602
887000,971396.2155969962
499900,522204.0794418719
375000,394808.5876550813
299900,284944.8893361698
459000,524875.0177632412
899000,896692.5191971917
585000,587449.5792153262
309000,346084.3581435213
650000,736127.3119911706
435000,569308.0898061205
349500,333843.13925147074
359000,566128.0117213732
399999,439399.9516182327
925000,944881.0298441675
509990,501712.55627410475
899999,909241.7621837669
530000,612906.1306222351
622932,616155.1193198576
439900,509785.41322118737
599900,730406.3867282245
2350000,3149251.1007564217
519000,549728.6287265307
490000,629445.3585572535
609990,705158.8478729981
536900,538663.958509082
1299900,754589.58086601
299900,368831.0900754591
393900,397169.5572839807
545000,533436.3506395888
1795000,727586.3312579668
520000,465645.3005956565
293500,305621.67817309324
418900,397220.4164088978
469900,506877.0802600928
549900,467582.62940009485
250000,257248.3830763045
525000,622547.6157104723
430000,461692.51977072196
350000,415817.5848309579
469990,500555.66683712415
1469900,1262176.8306528437
567000,584049.9974003469
1275000,1308608.8695228042
185000,243247.27206169665
864900,1176340.0820330458
1615000,1360481.8878171155
410000,452466.95900967513
599000,643765.1872504563
350000,349044.8518551481
724800,703661.71723529
714900,729165.7268406878
1385000,928628.9464482078
469990,630486.8756309226
850000,746442.3571536158
545000,539519.0493441409
514900,597008.2344027454
110000,576599.3396848912
539900,473821.91449295037
415000,465068.5280316526
339000,284176.4525789722
475000,570182.7843167809
410000,600111.6936334119
539000,557433.7311539873
324900,227434.64378269739
